question_id,subject,grade,competency,difficulty,question_type,marks,question_text,created_by,last_used_date
1393,Mathematics,5.0,Geometry,medium,MCQ,2.0,Sample question text 1393,Unknown,2025-03-14
1394,English,6.0,Data Interpretation,medium,Short Answer,2.0,Sample question text 1394,Unknown,2025-01-10
1395,English,6.0,Fractions,medium,MCQ,2.0,Sample question text 1395,Teacher A,
1397,Mathematics,6.0,Measurement,hard,Short Answer,5.0,Sample question text 1397,Unknown,2025-02-14
1398,Mathematics,6.0,Fractions,unknown,MCQ,2.0,Sample question text 1398,Admin,2025-02-14
1402,English,7.0,Measurement,medium,Word Problem,5.0,Sample question text 1402,Teacher A,2025-03-14
1405,Science,6.0,Fractions,unknown,True/False,2.0,Sample question text 1405,Unknown,
1407,Mathematics,6.0,Algebra,unknown,MCQ,3.0,Sample question text 1407,Teacher B,
1409,Mathematics,5.0,Algebra,easy,MCQ,5.0,Sample question text 1409,Unknown,2025-02-14
1410,Mathematics,5.0,Fractions,unknown,Unknown,1.0,Sample question text 1410,Unknown,2025-03-14
1414,Mathematics,6.0,Geometry,unknown,Short Answer,2.0,Sample question text 1414,Teacher B,2025-01-10
1415,Mathematics,5.0,Data Interpretation,unknown,True/False,5.0,Sample question text 1415,Unknown,2025-02-14
1416,Mathematics,5.0,Geometry,hard,MCQ,3.0,Sample question text 1416,Unknown,
1417,Mathematics,7.0,Measurement,hard,MCQ,2.0,Sample question text 1417,Unknown,2025-01-10
1421,Science,6.0,Fractions,hard,Word Problem,1.0,Sample question text 1421,Unknown,2025-03-14
1425,Science,5.0,Data Interpretation,easy,Word Problem,5.0,Sample question text 1425,Teacher B,2025-03-14
1426,Science,6.0,Algebra,unknown,Short Answer,5.0,Sample question text 1426,Unknown,2025-02-14
1427,Science,6.0,Measurement,easy,Short Answer,1.0,Sample question text 1427,Unknown,
1428,Mathematics,6.0,Measurement,medium,True/False,2.0,Sample question text 1428,Unknown,2025-01-10
1430,Science,7.0,Algebra,hard,True/False,5.0,Sample question text 1430,Unknown,
1432,Mathematics,5.0,Measurement,easy,Short Answer,5.0,Sample question text 1432,Unknown,2025-03-14
1433,Science,5.0,Geometry,hard,Unknown,2.0,Sample question text 1433,Unknown,2025-03-14
1435,Mathematics,7.0,Fractions,unknown,Word Problem,2.0,Sample question text 1435,Unknown,2025-01-10
1438,Science,6.0,Geometry,hard,Short Answer,2.0,Sample question text 1438,Teacher A,2025-03-14
1442,English,7.0,Algebra,medium,MCQ,2.0,Sample question text 1442,Unknown,
1443,English,5.0,Algebra,medium,Unknown,5.0,Sample question text 1443,Unknown,2025-03-14
1444,Mathematics,5.0,Geometry,hard,Unknown,3.0,Sample question text 1444,Admin,2025-03-14
1449,Mathematics,6.0,Fractions,easy,Short Answer,2.0,Sample question text 1449,Unknown,
1451,Science,7.0,Fractions,medium,MCQ,2.0,Sample question text 1451,Teacher B,2025-01-10
1452,English,7.0,Algebra,hard,MCQ,2.0,Sample question text 1452,Unknown,
1454,Mathematics,7.0,Fractions,unknown,Unknown,5.0,Sample question text 1454,Teacher A,
1456,Mathematics,5.0,Algebra,unknown,True/False,2.0,Sample question text 1456,Unknown,2025-03-14
1460,English,7.0,Geometry,medium,MCQ,3.0,Sample question text 1460,Teacher B,2025-02-14
1463,Mathematics,7.0,Fractions,unknown,Word Problem,2.0,Sample question text 1463,Admin,
1465,English,6.0,Data Interpretation,easy,MCQ,2.0,Sample question text 1465,Unknown,2025-01-10
1468,Mathematics,7.0,Algebra,easy,Short Answer,3.0,Sample question text 1468,Unknown,2025-02-14
1470,Mathematics,5.0,Fractions,easy,Short Answer,2.0,Sample question text 1470,Unknown,2025-03-14
1473,Mathematics,7.0,Fractions,hard,MCQ,1.0,Sample question text 1473,Unknown,2025-02-14
1479,Mathematics,5.0,Geometry,easy,MCQ,2.0,Sample question text 1479,Teacher A,
1480,Mathematics,6.0,Geometry,easy,Short Answer,2.0,Sample question text 1480,Admin,
1483,Mathematics,7.0,Data Interpretation,easy,MCQ,3.0,Sample question text 1483,Teacher A,
1487,Mathematics,7.0,Measurement,easy,Short Answer,5.0,Sample question text 1487,Unknown,2025-02-14
1488,Mathematics,6.0,Geometry,medium,True/False,2.0,Sample question text 1488,Teacher B,
1492,Mathematics,7.0,Algebra,easy,Word Problem,2.0,Sample question text 1492,Teacher A,
1493,Mathematics,6.0,Algebra,unknown,Unknown,5.0,Sample question text 1493,Teacher B,2025-02-14
1494,Mathematics,5.0,Fractions,unknown,True/False,3.0,Sample question text 1494,Teacher B,
1496,Mathematics,6.0,Algebra,medium,Unknown,3.0,Sample question text 1496,Admin,2025-02-14
1497,Mathematics,5.0,Algebra,hard,MCQ,2.0,Sample question text 1497,Admin,
1498,English,7.0,Data Interpretation,easy,MCQ,2.0,Sample question text 1498,Teacher A,2025-03-14
1505,Science,7.0,Fractions,medium,True/False,5.0,Sample question text 1505,Teacher B,2025-03-14
1508,English,7.0,Measurement,unknown,Unknown,2.0,Sample question text 1508,Unknown,2025-01-10
1510,Mathematics,6.0,Fractions,hard,Short Answer,3.0,Sample question text 1510,Admin,
1513,Science,6.0,Algebra,easy,Unknown,2.0,Sample question text 1513,Admin,2025-01-10
1514,Science,7.0,Data Interpretation,medium,Short Answer,1.0,Sample question text 1514,Teacher A,
1515,Mathematics,7.0,Measurement,easy,Short Answer,2.0,Sample question text 1515,Admin,2025-01-10
1517,Mathematics,5.0,Geometry,hard,Short Answer,2.0,Sample question text 1517,Admin,
1521,Science,7.0,Geometry,hard,Unknown,5.0,Sample question text 1521,Admin,2025-02-14
1522,Science,5.0,Data Interpretation,unknown,Word Problem,5.0,Sample question text 1522,Teacher A,
1531,Mathematics,6.0,Data Interpretation,hard,True/False,2.0,Sample question text 1531,Unknown,
1532,Mathematics,5.0,Fractions,easy,True/False,2.0,Sample question text 1532,Teacher A,2025-02-14
1533,Mathematics,5.0,Geometry,medium,True/False,2.0,Sample question text 1533,Unknown,2025-03-14
1536,English,6.0,Geometry,medium,True/False,5.0,Sample question text 1536,Unknown,
1537,Mathematics,7.0,Fractions,easy,MCQ,2.0,Sample question text 1537,Teacher B,
1543,Mathematics,6.0,Geometry,medium,Short Answer,2.0,Sample question text 1543,Admin,2025-03-14
1544,Mathematics,5.0,Geometry,unknown,MCQ,2.0,Sample question text 1544,Teacher B,2025-01-10
1546,Science,7.0,Geometry,hard,Unknown,2.0,Sample question text 1546,Teacher A,2025-01-10
1547,Science,7.0,Data Interpretation,medium,Unknown,2.0,Sample question text 1547,Teacher B,2025-02-14
1548,English,7.0,Algebra,easy,True/False,2.0,Sample question text 1548,Admin,
1553,Mathematics,6.0,Geometry,easy,Word Problem,1.0,Sample question text 1553,Unknown,2025-02-14
1556,Mathematics,7.0,Fractions,hard,MCQ,3.0,Sample question text 1556,Teacher A,
1557,Science,6.0,Data Interpretation,easy,Word Problem,2.0,Sample question text 1557,Unknown,2025-01-10
1558,Mathematics,7.0,Fractions,easy,Word Problem,2.0,Sample question text 1558,Unknown,
1563,Mathematics,5.0,Measurement,easy,True/False,3.0,Sample question text 1563,Teacher B,
1565,Science,7.0,Fractions,unknown,Unknown,5.0,Sample question text 1565,Teacher A,2025-03-14
1566,English,7.0,Geometry,easy,Short Answer,1.0,Sample question text 1566,Teacher A,2025-02-14
1567,Mathematics,7.0,Measurement,unknown,Short Answer,3.0,Sample question text 1567,Unknown,2025-02-14
1568,Mathematics,5.0,Fractions,easy,Short Answer,1.0,Sample question text 1568,Unknown,
1570,Mathematics,7.0,Fractions,medium,Unknown,2.0,Sample question text 1570,Admin,
1571,Mathematics,6.0,Geometry,unknown,MCQ,1.0,Sample question text 1571,Unknown,2025-02-14
1572,Science,6.0,Fractions,easy,True/False,2.0,Sample question text 1572,Unknown,2025-03-14
1580,Mathematics,7.0,Fractions,easy,MCQ,1.0,Sample question text 1580,Unknown,
1585,Science,7.0,Measurement,medium,Word Problem,1.0,Sample question text 1585,Unknown,
1589,Mathematics,6.0,Algebra,medium,True/False,2.0,Sample question text 1589,Teacher A,2025-02-14
1598,Science,5.0,Fractions,medium,MCQ,2.0,Sample question text 1598,Teacher B,
1603,Mathematics,7.0,Data Interpretation,unknown,Word Problem,3.0,Sample question text 1603,Teacher B,
1607,English,7.0,Geometry,easy,MCQ,2.0,Sample question text 1607,Unknown,2025-03-14
1612,Mathematics,6.0,Geometry,hard,MCQ,1.0,Sample question text 1612,Teacher B,
1613,Mathematics,7.0,Algebra,unknown,Word Problem,5.0,Sample question text 1613,Unknown,2025-01-10
1614,Mathematics,6.0,Fractions,easy,Short Answer,2.0,Sample question text 1614,Teacher B,
1615,Mathematics,6.0,Measurement,hard,Word Problem,2.0,Sample question text 1615,Admin,
1616,Mathematics,5.0,Data Interpretation,hard,Word Problem,2.0,Sample question text 1616,Unknown,2025-02-14
1623,Science,6.0,Algebra,unknown,MCQ,2.0,Sample question text 1623,Teacher B,2025-03-14
1624,Mathematics,6.0,Measurement,hard,MCQ,2.0,Sample question text 1624,Unknown,
1625,Science,7.0,Algebra,unknown,MCQ,1.0,Sample question text 1625,Teacher A,2025-01-10
1626,Mathematics,7.0,Algebra,unknown,MCQ,2.0,Sample question text 1626,Unknown,2025-02-14
1628,Mathematics,7.0,Fractions,easy,Word Problem,2.0,Sample question text 1628,Unknown,2025-02-14
1630,Mathematics,5.0,Measurement,unknown,Short Answer,2.0,Sample question text 1630,Teacher B,2025-03-14
1631,Science,7.0,Fractions,medium,MCQ,2.0,Sample question text 1631,Unknown,
1632,English,7.0,Data Interpretation,medium,MCQ,2.0,Sample question text 1632,Teacher A,
1633,Mathematics,5.0,Data Interpretation,easy,True/False,2.0,Sample question text 1633,Teacher A,
1635,Mathematics,6.0,Geometry,hard,MCQ,1.0,Sample question text 1635,Teacher B,2025-01-10
1639,Mathematics,5.0,Fractions,easy,Word Problem,2.0,Sample question text 1639,Unknown,2025-01-10
1641,Science,7.0,Measurement,medium,MCQ,5.0,Sample question text 1641,Unknown,2025-03-14
1644,Mathematics,6.0,Algebra,easy,Unknown,2.0,Sample question text 1644,Unknown,2025-03-14
1646,Science,6.0,Geometry,hard,Unknown,3.0,Sample question text 1646,Unknown,2025-01-10
1647,Mathematics,7.0,Data Interpretation,unknown,Short Answer,5.0,Sample question text 1647,Unknown,2025-02-14
1649,Mathematics,7.0,Data Interpretation,easy,Short Answer,3.0,Sample question text 1649,Unknown,
1650,Mathematics,7.0,Algebra,unknown,Unknown,5.0,Sample question text 1650,Admin,
1652,Mathematics,7.0,Geometry,hard,True/False,5.0,Sample question text 1652,Teacher B,
1654,Mathematics,6.0,Algebra,unknown,Short Answer,2.0,Sample question text 1654,Teacher B,
1656,Mathematics,6.0,Algebra,unknown,Word Problem,2.0,Sample question text 1656,Teacher A,
1657,Mathematics,5.0,Measurement,hard,Word Problem,1.0,Sample question text 1657,Teacher B,
1659,Mathematics,7.0,Fractions,easy,Short Answer,1.0,Sample question text 1659,Teacher A,2025-01-10
1660,English,5.0,Data Interpretation,hard,Short Answer,2.0,Sample question text 1660,Unknown,
1661,English,6.0,Algebra,easy,True/False,2.0,Sample question text 1661,Admin,2025-01-10
1663,Mathematics,5.0,Fractions,medium,MCQ,5.0,Sample question text 1663,Unknown,2025-02-14
1664,Mathematics,7.0,Measurement,hard,True/False,3.0,Sample question text 1664,Unknown,2025-01-10
1667,Mathematics,5.0,Algebra,hard,True/False,2.0,Sample question text 1667,Unknown,
1668,Mathematics,6.0,Fractions,medium,Unknown,2.0,Sample question text 1668,Admin,2025-02-14
1670,Mathematics,6.0,Data Interpretation,medium,True/False,2.0,Sample question text 1670,Teacher B,2025-03-14
1673,English,7.0,Geometry,unknown,Word Problem,5.0,Sample question text 1673,Unknown,
1674,Mathematics,6.0,Geometry,easy,Word Problem,5.0,Sample question text 1674,Unknown,
1675,English,7.0,Algebra,unknown,True/False,2.0,Sample question text 1675,Teacher A,2025-03-14
1680,Mathematics,7.0,Algebra,easy,True/False,1.0,Sample question text 1680,Teacher A,2025-03-14
1682,Mathematics,7.0,Algebra,medium,Unknown,3.0,Sample question text 1682,Teacher B,2025-03-14
1683,Mathematics,5.0,Data Interpretation,unknown,Unknown,5.0,Sample question text 1683,Unknown,
1685,Science,6.0,Fractions,unknown,MCQ,3.0,Sample question text 1685,Unknown,
1686,Mathematics,6.0,Data Interpretation,hard,MCQ,2.0,Sample question text 1686,Teacher B,2025-03-14
1688,English,6.0,Algebra,medium,MCQ,2.0,Sample question text 1688,Admin,
1690,Science,5.0,Geometry,easy,Short Answer,3.0,Sample question text 1690,Unknown,
1692,English,7.0,Fractions,unknown,True/False,2.0,Sample question text 1692,Teacher A,2025-02-14
1694,Science,6.0,Algebra,easy,Short Answer,5.0,Sample question text 1694,Teacher A,
1702,Mathematics,7.0,Measurement,hard,Word Problem,3.0,Sample question text 1702,Unknown,
1705,Mathematics,6.0,Fractions,unknown,Short Answer,2.0,Sample question text 1705,Teacher B,2025-01-10
1706,Science,6.0,Algebra,medium,Short Answer,2.0,Sample question text 1706,Admin,2025-02-14
1709,Science,5.0,Fractions,unknown,Unknown,2.0,Sample question text 1709,Admin,
1714,Mathematics,7.0,Algebra,medium,Unknown,2.0,Sample question text 1714,Teacher A,2025-01-10
1715,English,7.0,Data Interpretation,unknown,Unknown,2.0,Sample question text 1715,Teacher A,
1716,Mathematics,7.0,Algebra,unknown,Short Answer,3.0,Sample question text 1716,Unknown,2025-01-10
1717,English,6.0,Algebra,medium,MCQ,1.0,Sample question text 1717,Unknown,2025-03-14
1720,Science,6.0,Geometry,medium,True/False,1.0,Sample question text 1720,Teacher B,2025-02-14
1722,Mathematics,7.0,Geometry,hard,MCQ,2.0,Sample question text 1722,Teacher B,
1726,Mathematics,7.0,Geometry,unknown,Short Answer,2.0,Sample question text 1726,Unknown,2025-01-10
1728,English,7.0,Geometry,hard,Short Answer,5.0,Sample question text 1728,Teacher A,
1730,Mathematics,7.0,Fractions,easy,True/False,5.0,Sample question text 1730,Unknown,2025-02-14
1731,Science,6.0,Data Interpretation,unknown,True/False,2.0,Sample question text 1731,Unknown,2025-01-10
1736,Mathematics,7.0,Algebra,medium,MCQ,1.0,Sample question text 1736,Unknown,2025-03-14
1738,Mathematics,5.0,Algebra,unknown,Word Problem,1.0,Sample question text 1738,Unknown,2025-03-14
1739,Mathematics,5.0,Fractions,easy,Unknown,2.0,Sample question text 1739,Unknown,2025-01-10
1747,English,6.0,Algebra,medium,MCQ,5.0,Sample question text 1747,Unknown,
1748,English,7.0,Fractions,medium,MCQ,2.0,Sample question text 1748,Admin,2025-01-10
1749,English,6.0,Geometry,unknown,Short Answer,2.0,Sample question text 1749,Unknown,
1750,Science,7.0,Geometry,easy,Word Problem,2.0,Sample question text 1750,Teacher B,2025-02-14
1752,Mathematics,5.0,Geometry,hard,Unknown,2.0,Sample question text 1752,Admin,2025-02-14
1753,Science,5.0,Algebra,easy,MCQ,2.0,Sample question text 1753,Teacher B,
1755,Mathematics,5.0,Fractions,unknown,MCQ,2.0,Sample question text 1755,Admin,2025-02-14
1757,Science,7.0,Algebra,easy,Short Answer,3.0,Sample question text 1757,Teacher A,2025-03-14
1759,Mathematics,6.0,Fractions,medium,MCQ,3.0,Sample question text 1759,Unknown,2025-03-14
1762,Mathematics,7.0,Geometry,medium,Unknown,2.0,Sample question text 1762,Teacher B,
1763,English,7.0,Data Interpretation,hard,Word Problem,5.0,Sample question text 1763,Teacher A,2025-01-10
1767,Science,6.0,Fractions,easy,Short Answer,2.0,Sample question text 1767,Unknown,
1768,Mathematics,6.0,Geometry,unknown,True/False,2.0,Sample question text 1768,Teacher A,
1769,Mathematics,5.0,Geometry,easy,Word Problem,5.0,Sample question text 1769,Teacher A,
1772,Mathematics,7.0,Fractions,hard,Word Problem,5.0,Sample question text 1772,Admin,2025-03-14
1776,Mathematics,6.0,Algebra,unknown,True/False,3.0,Sample question text 1776,Admin,2025-03-14
1777,English,7.0,Data Interpretation,hard,Short Answer,2.0,Sample question text 1777,Teacher B,2025-01-10
1780,English,6.0,Algebra,hard,MCQ,2.0,Sample question text 1780,Teacher A,
1782,Science,5.0,Data Interpretation,easy,Unknown,5.0,Sample question text 1782,Admin,2025-01-10
1786,Mathematics,5.0,Geometry,easy,Word Problem,2.0,Sample question text 1786,Unknown,
1789,Science,7.0,Fractions,hard,MCQ,2.0,Sample question text 1789,Admin,2025-01-10
1790,Mathematics,7.0,Geometry,unknown,Word Problem,2.0,Sample question text 1790,Admin,
1791,English,5.0,Fractions,easy,Short Answer,2.0,Sample question text 1791,Unknown,
1792,Mathematics,7.0,Data Interpretation,hard,Word Problem,5.0,Sample question text 1792,Teacher A,2025-01-10
1800,Mathematics,7.0,Fractions,medium,Word Problem,3.0,Sample question text 1800,Admin,2025-01-10
1805,Mathematics,7.0,Fractions,easy,Unknown,2.0,Sample question text 1805,Admin,2025-02-14
1806,English,7.0,Fractions,medium,Short Answer,1.0,Sample question text 1806,Teacher A,2025-03-14
1811,Science,6.0,Data Interpretation,medium,MCQ,3.0,Sample question text 1811,Teacher A,2025-03-14
1814,Mathematics,7.0,Fractions,unknown,Short Answer,1.0,Sample question text 1814,Unknown,2025-02-14
1815,Mathematics,5.0,Algebra,hard,Short Answer,1.0,Sample question text 1815,Unknown,2025-03-14
1816,Mathematics,5.0,Measurement,unknown,MCQ,1.0,Sample question text 1816,Teacher B,2025-01-10
1819,Mathematics,7.0,Measurement,medium,MCQ,2.0,Sample question text 1819,Teacher B,
1825,Mathematics,6.0,Geometry,medium,MCQ,5.0,Sample question text 1825,Teacher A,
1827,English,5.0,Fractions,hard,True/False,3.0,Sample question text 1827,Unknown,2025-02-14
1828,Science,6.0,Fractions,medium,Short Answer,1.0,Sample question text 1828,Teacher A,2025-01-10
1830,Mathematics,5.0,Geometry,hard,Word Problem,1.0,Sample question text 1830,Teacher A,
1836,Mathematics,6.0,Measurement,medium,Word Problem,2.0,Sample question text 1836,Admin,
1838,Science,6.0,Fractions,easy,MCQ,1.0,Sample question text 1838,Admin,
1839,Mathematics,5.0,Measurement,easy,Word Problem,5.0,Sample question text 1839,Teacher A,2025-03-14
1840,Mathematics,7.0,Geometry,medium,True/False,2.0,Sample question text 1840,Unknown,2025-01-10
1850,Mathematics,7.0,Geometry,unknown,MCQ,5.0,Sample question text 1850,Admin,
1857,Mathematics,5.0,Fractions,unknown,Unknown,1.0,Sample question text 1857,Unknown,
1858,English,6.0,Fractions,easy,Short Answer,1.0,Sample question text 1858,Teacher A,
1860,Mathematics,7.0,Fractions,easy,Unknown,2.0,Sample question text 1860,Unknown,
1865,English,6.0,Algebra,medium,True/False,1.0,Sample question text 1865,Unknown,
1867,Mathematics,5.0,Algebra,medium,MCQ,2.0,Sample question text 1867,Admin,2025-03-14
1868,Mathematics,6.0,Geometry,medium,MCQ,2.0,Sample question text 1868,Unknown,2025-01-10
1871,Mathematics,7.0,Geometry,easy,MCQ,3.0,Sample question text 1871,Unknown,2025-01-10
1873,Mathematics,5.0,Geometry,unknown,MCQ,2.0,Sample question text 1873,Admin,
1876,English,6.0,Fractions,unknown,True/False,5.0,Sample question text 1876,Teacher B,
1878,Mathematics,5.0,Geometry,unknown,Unknown,1.0,Sample question text 1878,Admin,2025-03-14
1879,Mathematics,7.0,Data Interpretation,easy,Word Problem,1.0,Sample question text 1879,Teacher B,2025-02-14
1880,English,7.0,Data Interpretation,medium,MCQ,1.0,Sample question text 1880,Admin,
1885,Science,6.0,Algebra,easy,Word Problem,2.0,Sample question text 1885,Teacher B,
1889,English,6.0,Algebra,medium,Short Answer,2.0,Sample question text 1889,Teacher B,2025-03-14
1890,Mathematics,7.0,Fractions,medium,MCQ,3.0,Sample question text 1890,Teacher A,2025-01-10
1892,Mathematics,6.0,Data Interpretation,hard,MCQ,1.0,Sample question text 1892,Unknown,
1897,Science,7.0,Measurement,easy,Short Answer,2.0,Sample question text 1897,Admin,2025-02-14
1898,Science,6.0,Data Interpretation,medium,Word Problem,2.0,Sample question text 1898,Admin,
1899,Science,7.0,Geometry,medium,Word Problem,2.0,Sample question text 1899,Unknown,
1903,Mathematics,7.0,Algebra,hard,Word Problem,1.0,Sample question text 1903,Unknown,
1906,Science,7.0,Algebra,hard,MCQ,1.0,Sample question text 1906,Unknown,
1907,Mathematics,5.0,Geometry,hard,True/False,2.0,Sample question text 1907,Unknown,
1914,Mathematics,7.0,Data Interpretation,unknown,Unknown,2.0,Sample question text 1914,Unknown,2025-01-10
1917,Mathematics,5.0,Algebra,unknown,True/False,5.0,Sample question text 1917,Teacher B,2025-02-14
1919,Mathematics,7.0,Fractions,unknown,Unknown,5.0,Sample question text 1919,Unknown,
1922,English,6.0,Algebra,medium,Unknown,2.0,Sample question text 1922,Teacher B,2025-02-14
1923,Science,6.0,Measurement,hard,MCQ,5.0,Sample question text 1923,Unknown,
1924,English,5.0,Geometry,medium,Unknown,2.0,Sample question text 1924,Teacher B,2025-02-14
1928,Science,7.0,Geometry,hard,Short Answer,5.0,Sample question text 1928,Teacher A,2025-02-14
1929,Science,7.0,Data Interpretation,easy,MCQ,2.0,Sample question text 1929,Admin,
1931,Mathematics,6.0,Fractions,medium,MCQ,1.0,Sample question text 1931,Teacher B,2025-02-14
1932,Mathematics,6.0,Algebra,hard,Unknown,2.0,Sample question text 1932,Unknown,
1934,English,6.0,Measurement,easy,True/False,5.0,Sample question text 1934,Unknown,2025-01-10
1935,Mathematics,7.0,Algebra,unknown,Short Answer,2.0,Sample question text 1935,Teacher B,2025-02-14
1938,Mathematics,7.0,Fractions,easy,Word Problem,3.0,Sample question text 1938,Teacher A,2025-02-14
1940,English,6.0,Geometry,medium,True/False,2.0,Sample question text 1940,Unknown,
1941,Science,6.0,Fractions,hard,MCQ,1.0,Sample question text 1941,Teacher B,
1942,Mathematics,7.0,Measurement,unknown,Word Problem,3.0,Sample question text 1942,Teacher A,2025-01-10
1944,Mathematics,7.0,Measurement,easy,Unknown,1.0,Sample question text 1944,Teacher B,2025-02-14
1945,Mathematics,7.0,Fractions,hard,Unknown,2.0,Sample question text 1945,Teacher B,
1954,English,5.0,Algebra,medium,True/False,3.0,Sample question text 1954,Unknown,2025-03-14
1958,Mathematics,6.0,Algebra,easy,MCQ,2.0,Sample question text 1958,Unknown,2025-01-10
1959,English,7.0,Algebra,easy,MCQ,3.0,Sample question text 1959,Teacher B,
1960,Mathematics,6.0,Fractions,unknown,MCQ,2.0,Sample question text 1960,Teacher A,2025-02-14
1962,Science,6.0,Geometry,unknown,MCQ,2.0,Sample question text 1962,Teacher A,2025-03-14
1965,Mathematics,6.0,Measurement,hard,True/False,2.0,Sample question text 1965,Teacher B,
1966,Mathematics,7.0,Algebra,hard,MCQ,2.0,Sample question text 1966,Unknown,2025-01-10
1967,Mathematics,6.0,Data Interpretation,hard,True/False,2.0,Sample question text 1967,Admin,2025-02-14
1970,Science,6.0,Fractions,hard,MCQ,2.0,Sample question text 1970,Unknown,
1971,Science,5.0,Geometry,unknown,MCQ,3.0,Sample question text 1971,Teacher A,
1972,Mathematics,7.0,Geometry,easy,Word Problem,2.0,Sample question text 1972,Teacher A,2025-03-14
1973,Mathematics,6.0,Algebra,unknown,MCQ,2.0,Sample question text 1973,Unknown,
1978,Mathematics,6.0,Fractions,medium,Short Answer,1.0,Sample question text 1978,Teacher A,
1980,Science,5.0,Measurement,hard,Unknown,2.0,Sample question text 1980,Unknown,
1983,Science,7.0,Fractions,medium,Unknown,1.0,Sample question text 1983,Teacher A,2025-02-14
1984,Science,5.0,Measurement,medium,MCQ,2.0,Sample question text 1984,Teacher B,2025-01-10
1986,Mathematics,7.0,Algebra,easy,MCQ,2.0,Sample question text 1986,Teacher B,2025-01-10
1993,Mathematics,7.0,Geometry,easy,True/False,2.0,Sample question text 1993,Admin,
1995,English,7.0,Algebra,unknown,MCQ,2.0,Sample question text 1995,Admin,
1997,Mathematics,6.0,Fractions,unknown,MCQ,2.0,Sample question text 1997,Unknown,
1999,Mathematics,7.0,Data Interpretation,easy,MCQ,5.0,Sample question text 1999,Teacher B,2025-01-10
